sandy soil
garden soil
red soil
surface soil
agricultural soil
orchard soil
pasture soil
farm soil
tropical soil
luvisol
leptosol
clay soil
forest soil
field soil
dune soil
meadow soil
alluvial soil
peat soil
alpine soil
beech forest soil
cambisol
gleysol
dry soil
muddy soil
volcanic soil
arable soil
grassland soil
steppe soil
roadside soil
fluvisol
regosol
vertisol
