t.uri	pref.uri
http://purl.obolibrary.org/obo/ENVO_01000127	http://purl.obolibrary.org/obo/ENVO_00000267
http://purl.obolibrary.org/obo/ENVO_00000087	http://purl.obolibrary.org/obo/ENVO_00000088
